Concepto/Cod.Op.	Fecha	Comprobante	Sucursal	Importe	Descripción		Cod.Op.Bco.	CUIT	Denominación	BANCO	ES GASTO MENSUAL	Cod. Op.	FECHA RESUMEN	OBSERVACION	CUENTA
ING.BRUTOS	2024-10-01	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45566	SIRCREB	
ING.BRUTOS	2024-10-01	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45566	SIRCREB	
DB.AUT.VS	2024-10-01	3975664	9999		NEWPAY SAU		1277	17	18	GALICIA	NO	495		GASTO	
LEY25413DB	2024-10-01	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45566	IMP DEBITO	425107/00
IVA	2024-10-01	46	9999	-1500	45536		1690	17	18	GALICIA	SI	816	45566	PERCEPCION DE IVA	
LEY25413DB	2024-10-01	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45566	IMP DEBITO	425107/00
LEY25413DB	2024-10-01	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45566	IMP DEBITO	425107/00
ING.BR.TUC	2024-10-01	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45566	IIBB TUC - 924	
ING.BRUTOS	2024-10-01	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45566	SIRCREB	
LEY25413DB	2024-10-01	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45566	IMP DEBITO	425107/00
DEP.EFVO	2024-10-02	25337483	I.V.A.	1189120	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-02	25358755	I.V.A.	1224300	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-02	24072129	I.V.A.	1351590	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-02	24069987	I.V.A.	1844990	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-02	25511352	177	2220050	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-02	24422225	167	2455980	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-02	24718905	167	2873240	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-02	25901114	241	2992580	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-02	6776649	9999	-18000000	ANTONIO LUQUIN S.A.C.I.F.		1622	30525558246	18	GALICIA	NO	300		CANJE	
COMISIONES	2024-10-02	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45567	COMISIONES	425102/21
LEY25413CR	2024-10-02	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45567	IMP CREDITO	425115/00
IVA	2024-10-02	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45567	IVA	
ING.BR.TUC	2024-10-02	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BR.TUC	2024-10-02	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BR.TUC	2024-10-02	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BR.TUC	2024-10-02	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BR.TUC	2024-10-02	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BRUTOS	2024-10-02	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
ING.BRUTOS	2024-10-02	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
ING.BR.TUC	2024-10-02	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BRUTOS	2024-10-02	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
ING.BRUTOS	2024-10-02	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
ING.BRUTOS	2024-10-02	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
ING.BR.TUC	2024-10-02	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BR.TUC	2024-10-02	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BR.TUC	2024-10-02	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BR.TUC	2024-10-02	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BR.TUC	2024-10-02	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45567	IIBB TUC - 924	
ING.BRUTOS	2024-10-02	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
LEY25413CR	2024-10-02	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45567	IMP CREDITO	425115/00
ING.BRUTOS	2024-10-02	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
ING.BRUTOS	2024-10-02	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
ING.BRUTOS	2024-10-02	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
ING.BRUTOS	2024-10-02	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
ING.BRUTOS	2024-10-02	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45567	SIRCREB	
IVA	2024-10-02	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45567	PERCEPCION DE IVA	
LEY25413DB	2024-10-02	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45567	IMP DEBITO	425107/00
LEY25413DB	2024-10-02	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45567	IMP DEBITO	425107/00
LEY25413DB	2024-10-02	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45567	IMP DEBITO	425107/00
LEY25413DB	2024-10-02	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45567	IMP DEBITO	425107/00
DEP.EFVO	2024-10-03	34318334	167	2389180	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-03	34805493	177	3209920	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-03	6932718	9999	-12000000	ANTONIO LUQUIN S.A.C.I.F.		1622	30525558246	18	GALICIA	NO	300		CANJE	
COMISIONES	2024-10-03	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45568	COMISIONES	425102/21
ING.BR.TUC	2024-10-03	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45568	IIBB TUC - 924	
IVA	2024-10-03	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45568	IVA	
ING.BRUTOS	2024-10-03	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45568	SIRCREB	
ING.BR.TUC	2024-10-03	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45568	IIBB TUC - 924	
LEY25413CR	2024-10-03	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45568	IMP CREDITO	425115/00
LEY25413CR	2024-10-03	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45568	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-03	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45568	IIBB TUC - 924	
ING.BRUTOS	2024-10-03	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45568	SIRCREB	
ING.BRUTOS	2024-10-03	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45568	SIRCREB	
ING.BR.TUC	2024-10-03	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45568	IIBB TUC - 924	
IVA	2024-10-03	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45568	PERCEPCION DE IVA	
ING.BRUTOS	2024-10-03	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45568	SIRCREB	
LEY25413DB	2024-10-03	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45568	IMP DEBITO	425107/00
ING.BR.TUC	2024-10-03	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45568	IIBB TUC - 924	
ING.BRUTOS	2024-10-03	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45568	SIRCREB	
LEY25413DB	2024-10-03	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45568	IMP DEBITO	425107/00
LEY25413DB	2024-10-03	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45568	IMP DEBITO	425107/00
LEY25413DB	2024-10-03	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45568	IMP DEBITO	425107/00
DEP.EFVO	2024-10-04	44408830	I.V.A.	1621800	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-04	44660284	177	2585100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-04	44251215	167	3545870	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-04	44407176	I.V.A.	3705900	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
LEY25413CR	2024-10-04	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45569	IMP CREDITO	425115/00
COMISIONES	2024-10-04	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45569	COMISIONES	425102/21
ING.BR.TUC	2024-10-04	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BR.TUC	2024-10-04	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BR.TUC	2024-10-04	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BRUTOS	2024-10-04	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
ING.BR.TUC	2024-10-04	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BR.TUC	2024-10-04	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BR.TUC	2024-10-04	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BRUTOS	2024-10-04	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
ING.BRUTOS	2024-10-04	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
ING.BR.TUC	2024-10-04	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
LEY25413CR	2024-10-04	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45569	IMP CREDITO	425115/00
ING.BRUTOS	2024-10-04	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
ING.BRUTOS	2024-10-04	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
ING.BRUTOS	2024-10-04	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
IVA	2024-10-04	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45569	IVA	
ING.BRUTOS	2024-10-04	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
ING.BR.TUC	2024-10-04	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BR.TUC	2024-10-04	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BR.TUC	2024-10-04	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BRUTOS	2024-10-04	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
ING.BR.TUC	2024-10-04	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
ING.BRUTOS	2024-10-04	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
ING.BRUTOS	2024-10-04	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
ING.BRUTOS	2024-10-04	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
IVA	2024-10-04	46	9999		PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45569	PERCEPCION DE IVA	
LEY25413DB	2024-10-04	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45569	IMP DEBITO	425107/00
ING.BR.TUC	2024-10-04	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45569	IIBB TUC - 924	
LEY25413DB	2024-10-04	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45569	IMP DEBITO	425107/00
ING.BRUTOS	2024-10-04	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45569	SIRCREB	
LEY25413DB	2024-10-04	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45569	IMP DEBITO	425107/00
LEY25413DB	2024-10-04	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45569	IMP DEBITO	425107/00
RECAUDACIO	2024-10-01	242207145	CO.TRF.ELE	701590	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-01	242206144	CO.TRF.ELE	1035800	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-01	242207099	CO.TRF.ELE	1210700	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-01	242207050	CO.TRF.ELE	1298080	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-07	75547601	177	2786010	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-07	75412934	177	3033090	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-07	74741787	167	3109650	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-07	75544782	177	3309650	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-01	242206225	CO.TRF.ELE	2346000	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-07	74310482	167	5557810	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-01	242222167	CO.TRF.ELE	2556470	SUC  43		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-01	242201844	CO.TRF.ELE	2909750	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-07	75077781	241	8713140	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-07	7648070	9999	-71000000	ANTONIO LUQUIN S.A.		1622	30525558246	18	GALICIA	NO	300		CANJE	
PAG VISA	2024-10-07	32743	9999		D.A. AL VTO BUSINESS		1389	17	18	GALICIA	NO	L02		PAGO TC VISA	
PAG VISA	2024-10-07	32744	9999		D.A. AL VTO BUSINESS		1389	17	18	GALICIA	NO	L02		PAGO TC VISA	
COMISIONES	2024-10-07	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45572	COMISIONES	425102/21
LEY25413CR	2024-10-07	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45572	IMP CREDITO	425115/00
ING.BR.TUC	2024-10-07	46	241		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
LEY25413DB	2024-10-07	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45572	IMP DEBITO	425107/00
ING.BR.TUC	2024-10-07	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BRUTOS	2024-10-07	46	241		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BR.TUC	2024-10-07	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BR.TUC	2024-10-07	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BR.TUC	2024-10-07	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
IVA	2024-10-07	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45572	IVA	
ING.BRUTOS	2024-10-07	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BRUTOS	2024-10-07	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BRUTOS	2024-10-07	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BR.TUC	2024-10-07	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BR.TUC	2024-10-07	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BR.TUC	2024-10-07	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BRUTOS	2024-10-07	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BR.TUC	2024-10-07	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
LEY25413CR	2024-10-07	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45572	IMP CREDITO	425115/00
ING.BRUTOS	2024-10-07	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BRUTOS	2024-10-07	46	167		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BRUTOS	2024-10-07	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BRUTOS	2024-10-07	46	177		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BR.TUC	2024-10-07	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BR.TUC	2024-10-07	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BR.TUC	2024-10-07	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BR.TUC	2024-10-07	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BRUTOS	2024-10-07	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BRUTOS	2024-10-07	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BRUTOS	2024-10-07	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BRUTOS	2024-10-07	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
ING.BR.TUC	2024-10-07	46	CO.TRF.ELE		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
IVA	2024-10-07	46	9999	-8594	PERCEPCION IVA		1690	17	18	GALICIA	SI	820	45572	PERCEPCION DE IVA	
ING.BRUTOS	2024-10-07	46	CO.TRF.ELE		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
LEY25413DB	2024-10-07	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45572	IMP DEBITO	425107/00
LEY25413DB	2024-10-07	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45572	IMP DEBITO	425107/00
ING.BR.TUC	2024-10-07	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45572	IIBB TUC - 924	
ING.BRUTOS	2024-10-07	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45572	SIRCREB	
LEY25413DB	2024-10-07	46	9999		IMP.DEB25413-AL.G		4921	17	18	GALICIA	SI	N24	45572	IMP DEBITO	425107/00
DEP.EFVO	2024-10-08	85680681	R86	1309450	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-08	85617281	241	1319100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-08	85635639	241	1507900	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-01	242201907	CO.TRF.ELE	3973660	SUC  52		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-02	242316589	CO.TRF.ELE	1276300	SUC  10		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-02	242341638	CO.TRF.ELE	1277940	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-08	85594786	241	1988900	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-08	84717364	I.V.A.	2559200	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-08	84720347	I.V.A.	2812100	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-08	84471409	177	3719990	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-08	84365152	167	4372650	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-08	86244475	R86	5655780	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
DEP.EFVO	2024-10-08	84714097	I.V.A.	5935370	DEPOSITO EFECTIVO		6000	17	18	GALICIA	NO	755		DEPOSITOS DE SUCURSALES	
RECAUDACIO	2024-10-03	242428732	CO.TRF.ELE	1251330	SUC  26		5949	17	18	GALICIA	NO	480		DEPOSITOS DE SUCURSALES	
TRF.DATA	2024-10-08	7808244	9999	-39000000	ANTONIO LUQUIN S.A.		1622	30525558246	18	GALICIA	NO	300		CANJE	
COMISIONES	2024-10-08	46	9999		COM. DEPOSITO EFVO		1369	17	18	GALICIA	SI	673	45573	COMISIONES	425102/21
LEY25413CR	2024-10-08	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45573	IMP CREDITO	425115/00
IVA	2024-10-08	46	9999		IVA-AUTOMATICO		4902	17	18	GALICIA	SI	816	45573	IVA	
ING.BR.TUC	2024-10-08	46	9999		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45573	IIBB TUC - 924	
ING.BR.TUC	2024-10-08	46	I.V.A.		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45573	IIBB TUC - 924	
ING.BR.TUC	2024-10-08	46	R86		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45573	IIBB TUC - 924	
ING.BRUTOS	2024-10-08	46	9999		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45573	SIRCREB	
ING.BR.TUC	2024-10-08	46	167		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45573	IIBB TUC - 924	
ING.BRUTOS	2024-10-08	46	I.V.A.		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45573	SIRCREB	
ING.BR.TUC	2024-10-08	46	177		DT.301/03-TUCUMAN		4906	17	18	GALICIA	SI	Q54	45573	IIBB TUC - 924	
ING.BRUTOS	2024-10-08	46	R86		REG.RECAU.SIRCREB		4906	17	18	GALICIA	SI	M04	45573	SIRCREB	
LEY25413CR	2024-10-08	46	9999		IMP.CRE L25413		4924	17	18	GALICIA	SI	R86	45573	IMP CREDITO	425115/00
